class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
up,0.6887050271034241,0.15920323133468628,-0.3626255393028259,0.9999877214431763,0.6951478719711304,0.13734066486358643,-0.3500324785709381,0.9999455213546753,0.6991734504699707,0.13652777671813965,-0.35003575682640076,0.9999499320983887,0.7020135521888733,0.135947585105896,-0.35001274943351746,0.999943733215332,0.6830857992172241,0.1393747329711914,-0.3498830199241638,0.9999452829360962,0.6791343688964844,0.1398916244506836,-0.34991857409477234,0.9999473094940186,0.6752392649650574,0.14032837748527527,-0.3499375283718109,0.9999376535415649,0.7091421484947205,0.1430034041404724,-0.24277587234973907,0.9999079704284668,0.6705563068389893,0.14698800444602966,-0.2427203208208084,0.9998798370361328,0.696887731552124,0.1805860698223114,-0.3199012577533722,0.999982476234436,0.6825658082962036,0.18237775564193726,-0.31995102763175964,0.9999790191650391,0.7501010894775391,0.26686328649520874,-0.16075082123279572,0.9999818801879883,0.6363390684127808,0.26696905493736267,-0.14998866617679596,0.9999535083770752,0.7671225070953369,0.4085080325603485,-0.09941214323043823,0.9960683584213257,0.6192349195480347,0.4117640256881714,-0.09290152043104172,0.9745215177536011,0.7801587581634521,0.5436696410179138,-0.18282856047153473,0.9900673627853394,0.6042793393135071,0.542052149772644,-0.17059873044490814,0.9559135437011719,0.7850246429443359,0.5847335457801819,-0.20720021426677704,0.9760521650314331,0.5978672504425049,0.5818648934364319,-0.19426141679286957,0.9222161173820496,0.7788386940956116,0.5837087035179138,-0.24326327443122864,0.9784886837005615,0.6015081405639648,0.581703245639801,-0.2346097230911255,0.9289065003395081,0.775074303150177,0.5747312903404236,-0.19777479767799377,0.9751860499382019,0.6066234111785889,0.5704196095466614,-0.1883137971162796,0.920731782913208,0.7189071774482727,0.5456028580665588,-0.0038664850872009993,0.9997381567955017,0.6582781672477722,0.5416305065155029,0.0037343446165323257,0.9996923208236694,0.7193177342414856,0.7352122068405151,0.030946310609579086,0.9939513206481934,0.6553205847740173,0.728428304195404,0.029637372121214867,0.9948021173477173,0.7327553629875183,0.9092704057693481,0.17785149812698364,0.995083212852478,0.6428453326225281,0.910151481628418,0.19214127957820892,0.9929221868515015,0.7279707789421082,0.9332446455955505,0.18389146029949188,0.9237307906150818,0.6461666822433472,0.934505045413971,0.20066170394420624,0.9027157425880432,0.7377612590789795,0.9683784246444702,0.05519856885075569,0.9903021454811096,0.6343262791633606,0.9651638269424438,0.07657399773597717,0.9875372052192688
up,0.6886903643608093,0.15920287370681763,-0.3366645276546478,0.9999876618385315,0.6951212882995605,0.13754284381866455,-0.32270491123199463,0.9999451041221619,0.6991914510726929,0.13683085143566132,-0.3227098286151886,0.9999499320983887,0.7020862698554993,0.13628004491329193,-0.32266050577163696,0.9999436140060425,0.6829224824905396,0.1394699662923813,-0.3217819929122925,0.9999446868896484,0.6789490580558777,0.14002098143100739,-0.3217966854572296,0.9999468326568604,0.6749646663665771,0.14045046269893646,-0.3218044936656952,0.9999365210533142,0.7090650796890259,0.1432287096977234,-0.21805807948112488,0.9999070763587952,0.6705607175827026,0.14709211885929108,-0.2144651859998703,0.9998762011528015,0.6968715786933899,0.18058918416500092,-0.2961078882217407,0.9999821782112122,0.6823866963386536,0.18238021433353424,-0.2950434386730194,0.9999784827232361,0.7500787377357483,0.26728957891464233,-0.15156367421150208,0.9999815225601196,0.6363869309425354,0.26777538657188416,-0.12816742062568665,0.9999503493309021,0.7665690183639526,0.4104664623737335,-0.10039980709552765,0.9960160851478577,0.6192831993103027,0.41410940885543823,-0.07765190303325653,0.9735804796218872,0.7796920537948608,0.546440064907074,-0.1874261349439621,0.9900976419448853,0.6044920086860657,0.5485862493515015,-0.15207169950008392,0.9535370469093323,0.7846585512161255,0.5867385268211365,-0.21372993290424347,0.9761071801185608,0.5977845788002014,0.5857376456260681,-0.1764526069164276,0.9186519980430603,0.7785008549690247,0.5858272314071655,-0.2488376796245575,0.9785448312759399,0.6016044616699219,0.5866354703903198,-0.21433766186237335,0.9255881309509277,0.7747180461883545,0.5761305093765259,-0.20243361592292786,0.9752761125564575,0.6070576906204224,0.5755157470703125,-0.16935554146766663,0.9177502989768982,0.719602108001709,0.548093318939209,-0.005595979280769825,0.9997295141220093,0.6583086252212524,0.5457929372787476,0.005504653323441744,0.9996872544288635,0.7196007370948792,0.7350020408630371,0.04204551503062248,0.9939078688621521,0.6552635431289673,0.727498471736908,0.04294407740235329,0.9947503805160522,0.7329858541488647,0.9087167382240295,0.19305114448070526,0.9949784278869629,0.6428414583206177,0.9088596701622009,0.2041531801223755,0.9927749037742615,0.7293926477432251,0.9331130981445312,0.20006199181079865,0.9239173531532288,0.6462446451187134,0.9337901473045349,0.21280434727668762,0.9031529426574707,0.7370048761367798,0.9681249260902405,0.07437407225370407,0.990121066570282,0.6342950463294983,0.9646033644676208,0.0924045592546463,0.9871343374252319
up,0.6885449290275574,0.20429962873458862,-0.591770350933075,0.9999874234199524,0.6950489282608032,0.18546128273010254,-0.5717364549636841,0.9999462366104126,0.699185311794281,0.18513186275959015,-0.5717262625694275,0.9999511241912842,0.7020962238311768,0.1850452423095703,-0.5717533826828003,0.9999455213546753,0.6827404499053955,0.18654924631118774,-0.5703991651535034,0.999946117401123,0.6788272857666016,0.18709537386894226,-0.5705199837684631,0.9999484419822693,0.6747630834579468,0.18760108947753906,-0.5705185532569885,0.99993896484375,0.7089270353317261,0.192241370677948,-0.44159993529319763,0.999908983707428,0.6705014109611511,0.19453710317611694,-0.43475356698036194,0.999880850315094,0.6968207955360413,0.22589829564094543,-0.5430294275283813,0.9999815225601196,0.6815246939659119,0.22976668179035187,-0.5412508845329285,0.9999778866767883,0.7499244809150696,0.3263312876224518,-0.3349345028400421,0.999976634979248,0.6359934210777283,0.32823723554611206,-0.30041152238845825,0.9999493360519409,0.7661293148994446,0.47181689739227295,-0.2934778332710266,0.9957383871078491,0.6193042993545532,0.47223666310310364,-0.2375997006893158,0.974960207939148,0.7772107124328613,0.6139616966247559,-0.346718966960907,0.9865495562553406,0.6056152582168579,0.6161954402923584,-0.30016979575157166,0.9530866146087646,0.7825656533241272,0.6486855149269104,-0.3714914619922638,0.9665606021881104,0.5980767607688904,0.6444022059440613,-0.3258160948753357,0.9146468639373779,0.7768646478652954,0.6495028734207153,-0.4046550691127777,0.9695447683334351,0.6031667590141296,0.6447924375534058,-0.3639022707939148,0.9218683242797852,0.7726538181304932,0.638748288154602,-0.3606492877006531,0.9663447737693787,0.6087951064109802,0.6361507177352905,-0.3175498843193054,0.9145724177360535,0.7223050594329834,0.5432136058807373,-0.006097948178648949,0.9997336268424988,0.6594408750534058,0.5416147708892822,0.0060645053163170815,0.9996994137763977,0.7250834107398987,0.7210679650306702,-0.1696528047323227,0.9926506876945496,0.651974618434906,0.7184747457504272,-0.16313870251178741,0.9933472275733948,0.733609676361084,0.908683717250824,-0.05135483294725418,0.9937677979469299,0.642846941947937,0.9088557958602905,-0.03626884147524834,0.9914955496788025,0.7300230264663696,0.9350541830062866,-0.05008649826049805,0.9184862971305847,0.6479876637458801,0.9346679449081421,-0.033636778593063354,0.8978307247161865,0.7372766733169556,0.96767258644104,-0.2184658944606781,0.9881200790405273,0.6336928606033325,0.9646010398864746,-0.19846031069755554,0.9854759573936462
up,0.8311705589294434,0.35592854022979736,-0.025226730853319168,0.9997370839118958,0.8320757746696472,0.33571597933769226,-0.017176184803247452,0.9998152852058411,0.8309923410415649,0.33431336283683777,-0.017164424061775208,0.9997672438621521,0.8295887112617493,0.3326106667518616,-0.01698053628206253,0.9997710585594177,0.8306050300598145,0.3356209099292755,-0.048401109874248505,0.9998142123222351,0.828835666179657,0.3343849778175354,-0.04845248907804489,0.9997350573539734,0.8269177675247192,0.33299678564071655,-0.04850359261035919,0.9998111724853516,0.8131492733955383,0.3279019594192505,0.018696673214435577,0.9995734095573425,0.8119020462036133,0.3299422562122345,-0.1270398199558258,0.9998112320899963,0.8212748765945435,0.37266963720321655,-0.009262693114578724,0.9997655153274536,0.8193451166152954,0.37309980392456055,-0.05051691085100174,0.9998849630355835,0.7637535929679871,0.3990029990673065,0.06811761856079102,0.9998893737792969,0.7610049247741699,0.40217095613479614,-0.23463144898414612,0.9999511241912842,0.7331867218017578,0.534140944480896,0.06502077728509903,0.8972968459129333,0.7139331102371216,0.5334357023239136,-0.17803075909614563,0.9544417858123779,0.7443000078201294,0.6620699167251587,0.012033747509121895,0.8900349736213684,0.7262643575668335,0.6828564405441284,-0.14361199736595154,0.9320002198219299,0.7463351488113403,0.6842948198318481,0.006400472018867731,0.8727661371231079,0.7247286438941956,0.7119826674461365,-0.15380659699440002,0.8866521716117859,0.7480645179748535,0.6868095993995667,-0.00895413476973772,0.8756134510040283,0.7353100776672363,0.7126572728157043,-0.14359809458255768,0.8893767595291138,0.7474365234375,0.6818318367004395,0.002202272415161133,0.872446596622467,0.7337502241134644,0.7044522762298584,-0.13415895402431488,0.8699913620948792,0.7452564835548401,0.6587108969688416,0.05919069051742554,0.9996262788772583,0.7539558410644531,0.6541640162467957,-0.059234220534563065,0.9997199773788452,0.6907556056976318,0.62870854139328,0.19759096205234528,0.8966492414474487,0.6858679056167603,0.6269590854644775,-0.09873385727405548,0.9858831167221069,0.7317227721214294,0.5766488313674927,0.41871070861816406,0.8962738513946533,0.7214190363883972,0.6566397547721863,-0.02885344624519348,0.9341040253639221,0.7355085611343384,0.5790622234344482,0.4410110116004944,0.8298909664154053,0.7260461449623108,0.6731034517288208,-0.020326931029558182,0.842853307723999,0.7395371198654175,0.5386018753051758,0.4793958067893982,0.8928238153457642,0.7392670512199402,0.6420361995697021,-0.03615139052271843,0.9290011525154114
up,0.8237615823745728,0.274596244096756,-0.023175256326794624,0.9986419081687927,0.82115238904953,0.25196629762649536,-0.010384224355220795,0.9988202452659607,0.8199299573898315,0.2508433163166046,-0.010463045910000801,0.9988927245140076,0.8184084892272949,0.24965731799602509,-0.010411923751235008,0.998970627784729,0.8201212882995605,0.252139151096344,-0.04668485373258591,0.9985819458961487,0.8183625936508179,0.25128284096717834,-0.04672688618302345,0.9985564947128296,0.8163323402404785,0.2503134608268738,-0.04682870954275131,0.9988387823104858,0.8030570149421692,0.2492419183254242,0.043690018355846405,0.9977909922599792,0.8015664219856262,0.25106433033943176,-0.12137103080749512,0.9988291263580322,0.8155193328857422,0.29184776544570923,0.0006959704915061593,0.9972211718559265,0.8141466975212097,0.29136139154434204,-0.046970147639513016,0.9986492395401001,0.7608311176300049,0.343309611082077,0.114732526242733,0.9996111392974854,0.7585994601249695,0.344723641872406,-0.20139725506305695,0.9999383091926575,0.711260974407196,0.4824078381061554,0.09790724515914917,0.8092383146286011,0.740151584148407,0.4934616982936859,-0.24073633551597595,0.9341821670532227,0.7248848676681519,0.6152960658073425,0.03728313744068146,0.8028110861778259,0.7369799017906189,0.6290217638015747,-0.22177202999591827,0.8955559134483337,0.7336413264274597,0.6480593085289001,0.038660526275634766,0.7880834341049194,0.7374352216720581,0.6603888273239136,-0.2477295845746994,0.8523950576782227,0.7399693131446838,0.6484094262123108,0.021099232137203217,0.7906253337860107,0.7404563426971436,0.6627095341682434,-0.20307500660419464,0.853365957736969,0.7378166317939758,0.6409236788749695,0.027006182819604874,0.7877616882324219,0.7371014356613159,0.6508603692054749,-0.20836977660655975,0.8263124227523804,0.7399998307228088,0.628119707107544,0.08245047181844711,0.9994651079177856,0.7222236394882202,0.6329385042190552,-0.0823434591293335,0.999708890914917,0.7543284296989441,0.6673170924186707,0.1435661017894745,0.815976619720459,0.7332484126091003,0.6522200107574463,-0.31704992055892944,0.9815558195114136,0.7285318970680237,0.7687958478927612,0.27029940485954285,0.8365930318832397,0.7279160618782043,0.7946025133132935,-0.31951668858528137,0.9258593320846558,0.7171019315719604,0.7877416610717773,0.3018326163291931,0.7858127355575562,0.7202175855636597,0.815989077091217,-0.3183874487876892,0.8388466835021973,0.7511035799980164,0.8002669215202332,0.19654414057731628,0.8501243591308594,0.7588360905647278,0.8275644183158875,-0.36433348059654236,0.9252046346664429
up,0.8077520132064819,0.19064655900001526,-0.04290319234132767,0.9981512427330017,0.8024824857711792,0.1674337536096573,-0.027822833508253098,0.9984505772590637,0.8012040257453918,0.16673041880130768,-0.027944311499595642,0.9985731840133667,0.7997548580169678,0.1659686118364334,-0.027963614091277122,0.9987384080886841,0.8015934824943542,0.1675751656293869,-0.06322484463453293,0.9980632662773132,0.7998975515365601,0.16719020903110504,-0.0632355734705925,0.9979950785636902,0.7980921864509583,0.16689053177833557,-0.06324336677789688,0.998359739780426,0.7855048179626465,0.17025908827781677,0.022641621530056,0.9974587559700012,0.7836045026779175,0.17298007011413574,-0.13512589037418365,0.998280942440033,0.8011649250984192,0.2111285924911499,-0.02111239917576313,0.9963032007217407,0.799849271774292,0.20965857803821564,-0.06660368293523788,0.9978412985801697,0.7505930066108704,0.2559603154659271,0.10759960114955902,0.9995418190956116,0.7525371313095093,0.2743016481399536,-0.213189959526062,0.9999014735221863,0.7084478139877319,0.414900004863739,0.08902569115161896,0.7300079464912415,0.7345308065414429,0.4676152467727661,-0.25290268659591675,0.9080252051353455,0.7191123366355896,0.5503854155540466,0.03146584704518318,0.7240939140319824,0.7406096458435059,0.5946432948112488,-0.20721983909606934,0.8395403623580933,0.7186651825904846,0.5831723809242249,0.03305424749851227,0.7116109132766724,0.745347261428833,0.6437082290649414,-0.2310800552368164,0.8020150065422058,0.7271151542663574,0.5818941593170166,0.016583558171987534,0.7138791680335999,0.7429640889167786,0.6128449440002441,-0.206455796957016,0.801306962966919,0.7223715782165527,0.5790550708770752,0.021536558866500854,0.711358368396759,0.7421848773956299,0.6113439202308655,-0.20400965213775635,0.7706741094589233,0.6953335404396057,0.5332127809524536,0.09877625852823257,0.9994935393333435,0.7152034044265747,0.564929723739624,-0.09899897873401642,0.9996803402900696,0.7370405197143555,0.6689832210540771,0.18317218124866486,0.7500820159912109,0.7527524828910828,0.6501059532165527,-0.06045107915997505,0.970935583114624,0.7254056930541992,0.7979779839515686,0.09274180978536606,0.8188127279281616,0.7319287061691284,0.8130800724029541,-0.09369350969791412,0.9221857190132141,0.7126117944717407,0.8228239417076111,0.07903314381837845,0.7804514169692993,0.718788743019104,0.8337283730506897,-0.09822934120893478,0.8352354764938354,0.7623740434646606,0.8381407260894775,0.032273080199956894,0.8516499400138855,0.7676178216934204,0.856374979019165,-0.14544671773910522,0.9260295033454895
up,0.7773495316505432,0.1315251737833023,-0.1225651353597641,0.9980461597442627,0.7768397927284241,0.11057519912719727,-0.10965858399868011,0.998314619064331,0.7792584896087646,0.10942990332841873,-0.10974185168743134,0.9983734488487244,0.7823511362075806,0.1081024706363678,-0.10978257656097412,0.9986267685890198,0.7716894745826721,0.11085208505392075,-0.14269110560417175,0.9979714155197144,0.7695164680480957,0.11013711988925934,-0.1427047699689865,0.9978561997413635,0.7672885656356812,0.10931897908449173,-0.14274050295352936,0.9982811808586121,0.7632007598876953,0.11268261820077896,-0.044074852019548416,0.9971859455108643,0.7553842067718506,0.11446134001016617,-0.17587250471115112,0.9981896281242371,0.7754912972450256,0.1497688889503479,-0.0940372496843338,0.996345043182373,0.7695775032043457,0.14954873919487,-0.1368224322795868,0.9978814125061035,0.718425452709198,0.2114861011505127,0.05626752972602844,0.999379575252533,0.731608510017395,0.2277819812297821,-0.26157185435295105,0.9998784065246582,0.7126472592353821,0.3707176148891449,0.06592268496751785,0.6578617095947266,0.7300280928611755,0.4005616009235382,-0.2715303301811218,0.8903186917304993,0.7260888814926147,0.47888997197151184,0.0016805833438411355,0.652851402759552,0.74327552318573,0.5240151882171631,-0.18583112955093384,0.7858513593673706,0.728643536567688,0.5076684951782227,-0.007329574786126614,0.6422052979469299,0.7436577081680298,0.5661278367042542,-0.20991310477256775,0.7515749335289001,0.7322638034820557,0.5053201913833618,-0.026166129857301712,0.6442638039588928,0.7500367760658264,0.5569100379943848,-0.19487601518630981,0.748620331287384,0.7300269603729248,0.4980531930923462,-0.010791388340294361,0.641994059085846,0.7460718750953674,0.5452771782875061,-0.17846077680587769,0.7183316946029663,0.6985732316970825,0.49194827675819397,0.09775931388139725,0.9994304776191711,0.7189759016036987,0.5048819780349731,-0.09782881289720535,0.9996036887168884,0.7327574491500854,0.6553486585617065,0.23763850331306458,0.7050512433052063,0.7332373261451721,0.6625104546546936,0.037964705377817154,0.965865969657898,0.7229686975479126,0.8109287023544312,0.39034655690193176,0.7896442413330078,0.723155677318573,0.8263248205184937,0.20911037921905518,0.9204528331756592,0.7121615409851074,0.8390673398971558,0.4025972783565521,0.7567586302757263,0.7128730416297913,0.846461296081543,0.2231091558933258,0.8324891328811646,0.76390540599823,0.8380001783370972,0.36894914507865906,0.837337076663971,0.768775999546051,0.8626312017440796,0.16811080276966095,0.9223417043685913
up,0.7754696011543274,0.12501740455627441,-0.09965537488460541,0.9978029727935791,0.7625649571418762,0.10406158119440079,-0.08702685683965683,0.9978798031806946,0.7607117295265198,0.10357432067394257,-0.08711232244968414,0.997782289981842,0.7596694231033325,0.10294952243566513,-0.0871434435248375,0.998252809047699,0.7676529884338379,0.10389041155576706,-0.12165792286396027,0.9976829886436462,0.7684630155563354,0.1034010574221611,-0.12168252468109131,0.9974833130836487,0.7650613188743591,0.10281101614236832,-0.12176792323589325,0.9980447292327881,0.7388848662376404,0.1067681536078453,-0.0228862464427948,0.9962871074676514,0.7438046932220459,0.10728240758180618,-0.17627690732479095,0.997873842716217,0.7625587582588196,0.14527279138565063,-0.07183380424976349,0.9961444139480591,0.7670648694038391,0.14343728125095367,-0.1166161447763443,0.9977825284004211,0.7088280916213989,0.21929672360420227,0.08214926719665527,0.999140739440918,0.718191385269165,0.23022884130477905,-0.2477269172668457,0.9998494386672974,0.7189361453056335,0.3759879767894745,0.09925246983766556,0.5931952595710754,0.7217588424682617,0.3970842957496643,-0.2573128640651703,0.8844991326332092,0.7348315715789795,0.48040321469306946,0.0192355215549469,0.5891382694244385,0.7509551644325256,0.5013605952262878,-0.17120303213596344,0.7510692477226257,0.7362989783287048,0.5125764012336731,0.009246613830327988,0.5803472399711609,0.7573355436325073,0.5463159084320068,-0.1926751434803009,0.7183482050895691,0.7368350028991699,0.5099740028381348,-0.010737570933997631,0.5822893381118774,0.7639878988265991,0.536306619644165,-0.18390847742557526,0.7132511138916016,0.7347885370254517,0.5007228255271912,0.005614054389297962,0.5803641080856323,0.7599505186080933,0.5249674916267395,-0.16535858809947968,0.6812691688537598,0.7016565799713135,0.5099614262580872,0.10190083831548691,0.9992308616638184,0.7154413461685181,0.5142630934715271,-0.10196059942245483,0.9993728995323181,0.7317748069763184,0.6602950692176819,0.20042403042316437,0.6659971475601196,0.7400027513504028,0.6553249359130859,-0.0001538882206659764,0.9623045921325684,0.7221211194992065,0.8164106607437134,0.3220314383506775,0.761965811252594,0.7199410200119019,0.8270738124847412,0.16578900814056396,0.9180226922035217,0.7105368375778198,0.8458966612815857,0.330180287361145,0.7338351607322693,0.7077395915985107,0.8559883236885071,0.17939162254333496,0.8237547278404236,0.7654144167900085,0.8511097431182861,0.29437893629074097,0.8247789740562439,0.7668834328651428,0.8647339940071106,0.1350853145122528,0.9191250205039978
down,0.6966414451599121,0.406911164522171,-0.6930014491081238,0.9980206489562988,0.7017350792884827,0.38580644130706787,-0.6777516007423401,0.9980874061584473,0.7054280638694763,0.38378503918647766,-0.6777462959289551,0.9979997873306274,0.7086849212646484,0.38143351674079895,-0.6779463887214661,0.9984235763549805,0.6899430751800537,0.38621532917022705,-0.6758003830909729,0.9979084730148315,0.6858929395675659,0.384206086397171,-0.6758392453193665,0.9977278113365173,0.6813312768936157,0.3815652132034302,-0.6757539510726929,0.998232364654541,0.7135096192359924,0.3736627697944641,-0.5434261560440063,0.9966535568237305,0.6774505972862244,0.3762042224407196,-0.5326551198959351,0.9980760812759399,0.7019320726394653,0.4242941439151764,-0.6383272409439087,0.9965285062789917,0.6892212629318237,0.42510342597961426,-0.6353186368942261,0.9980019330978394,0.7356523871421814,0.46926993131637573,-0.394154816865921,0.9992256760597229,0.6384769678115845,0.4648170471191406,-0.37638232111930847,0.9998542070388794,0.7606734037399292,0.6248220801353455,-0.3923053741455078,0.6334105730056763,0.6217621564865112,0.6125308275222778,-0.3613108992576599,0.8935920596122742,0.7643579244613647,0.7493761777877808,-0.4761184751987457,0.6291198134422302,0.6097737550735474,0.7337194681167603,-0.4494503140449524,0.7717959880828857,0.7723844647407532,0.7760202884674072,-0.51524817943573,0.6194419264793396,0.6031460165977478,0.7683830857276917,-0.48941707611083984,0.7380940318107605,0.7645277380943298,0.7767878174781799,-0.5423271656036377,0.6215536594390869,0.6109355092048645,0.7695826888084412,-0.519159197807312,0.7342857718467712,0.758929967880249,0.7679167985916138,-0.4895535409450531,0.6192782521247864,0.6141665577888489,0.7578938007354736,-0.464738667011261,0.7044755816459656,0.7139990925788879,0.5585209727287292,0.004206015728414059,0.9993057250976562,0.6698047518730164,0.5556620955467224,-0.004016519524157047,0.9994322061538696,0.7339193820953369,0.6906232237815857,-0.33366721868515015,0.6967422962188721,0.6462883949279785,0.6983428001403809,-0.31438934803009033,0.9633567929267883,0.7286378145217896,0.8987938165664673,-0.1507221758365631,0.7833985090255737,0.6498113870620728,0.8974276185035706,-0.11966849863529205,0.9241337180137634,0.7194420099258423,0.9200118780136108,-0.14099028706550598,0.7458572387695312,0.6556216478347778,0.9250766038894653,-0.10869763791561127,0.8295354843139648,0.7478060126304626,0.9601176977157593,-0.31666016578674316,0.8392051458358765,0.6406570672988892,0.9582756757736206,-0.27868545055389404,0.9243136644363403
down,0.6883339285850525,0.4111415445804596,-0.675103485584259,0.9982175827026367,0.6936038136482239,0.3906272053718567,-0.6582781076431274,0.9982765913009644,0.6975215673446655,0.389291375875473,-0.6582802534103394,0.9981976747512817,0.701047420501709,0.38774359226226807,-0.658474326133728,0.9985793828964233,0.6814531683921814,0.39083632826805115,-0.6561750173568726,0.9981147646903992,0.6768621802330017,0.3899969458580017,-0.6562228798866272,0.9979515671730042,0.6729112863540649,0.3893762230873108,-0.6561636328697205,0.9984055757522583,0.7082164287567139,0.3827000856399536,-0.5271799564361572,0.9969857931137085,0.6694604754447937,0.38614916801452637,-0.5157172679901123,0.9982638955116272,0.6942762732505798,0.4272030293941498,-0.6229534149169922,0.9968749284744263,0.6813616156578064,0.4285912811756134,-0.6196690797805786,0.9982006549835205,0.7418617606163025,0.4830610156059265,-0.38492733240127563,0.9993020296096802,0.633480429649353,0.4783340096473694,-0.3680911660194397,0.9998568296432495,0.763851523399353,0.6335452795028687,-0.37447696924209595,0.6694318056106567,0.6163129806518555,0.6277104020118713,-0.3521891236305237,0.9013431668281555,0.7702579498291016,0.7550690770149231,-0.4517650604248047,0.6642320156097412,0.604308009147644,0.7525392174720764,-0.43623414635658264,0.7881797552108765,0.7770859599113464,0.7864709496498108,-0.48850226402282715,0.6527059674263,0.5980275273323059,0.7891597151756287,-0.4744195342063904,0.7513580322265625,0.7691901922225952,0.7884441614151001,-0.515194296836853,0.6550911068916321,0.6070303916931152,0.7884398698806763,-0.5032631754875183,0.7487685680389404,0.7645160555839539,0.7773482203483582,-0.46478503942489624,0.6522296071052551,0.6103427410125732,0.7758806943893433,-0.45106157660484314,0.7208157777786255,0.717309832572937,0.571149468421936,-0.002351839793846011,0.9993732571601868,0.6628572940826416,0.5687480568885803,0.0024880110286176205,0.9994853138923645,0.7412572503089905,0.713767409324646,-0.32599806785583496,0.7240380644798279,0.635505735874176,0.710705578327179,-0.31627967953681946,0.9642785787582397,0.7322338819503784,0.9073203802108765,-0.12409070879220963,0.8024476170539856,0.6424809694290161,0.9029121398925781,-0.10548577457666397,0.9294058084487915,0.7249765396118164,0.9305832982063293,-0.11262281984090805,0.7525180578231812,0.6503373384475708,0.9317118525505066,-0.09269729256629944,0.8330466151237488,0.7443584203720093,0.9714809060096741,-0.2783668339252472,0.8512042164802551,0.6290757060050964,0.9645861983299255,-0.25167542695999146,0.9282592535018921
